DATA,REPL,NRET,MTHD,BIPA,BIPB,BRLN,BRLN_MAP_GT,BRLN_MLE_GT,BRLN_MLE_RI,Q1,Q2,Q3,EN,PP
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL","TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",3.600000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH","TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",1.300000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF","TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",0.100000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD","TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",0.400000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB","TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",0.200000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonC,TaxonD",0.250000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonE,TaxonF",0.300000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonG,TaxonH",0.400000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonI,TaxonJ,TaxonK,TaxonL",0.900000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonI,TaxonJ",0.700000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonK,TaxonL",0.500000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT",0.700000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN,TaxonO,TaxonP",4.100000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN",0.600000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonO,TaxonP",0.800000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonQ,TaxonR,TaxonS,TaxonT",2.000000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonQ,TaxonR",1.500000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonS,TaxonT",2.900000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",4.800000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonU,TaxonV",6.000000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV","TaxonW,TaxonX,TaxonY,TaxonZ",2.500000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonZ","TaxonW,TaxonX,TaxonY",1.500000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,NA,NA,true,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonY,TaxonZ","TaxonW,TaxonX",1.900000,NA,NA,NA,NA,NA,NA,NA,NA
26taxa,1,100000,astral-bp,"TaxonA,TaxonB","TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",0.204941,0.223974,0.224387,0.204941,0.467329,0.262673,0.269998,2122.068182,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonC,TaxonD",0.237971,0.263384,0.263830,0.237971,0.487931,0.249177,0.262892,2134.477273,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD","TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",0.410057,0.480505,0.481139,0.410057,0.587947,0.202472,0.209581,2247.225000,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF","TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",0.106576,0.111721,0.112043,0.106576,0.403996,0.305337,0.290666,2102.638889,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonG,TaxonH",0.391109,0.455738,0.456350,0.391109,0.577605,0.205079,0.217315,2233.824074,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH","TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",1.340741,1.809835,1.812238,1.340741,0.891141,0.054045,0.054813,3401.904762,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonI,TaxonJ,TaxonK,TaxonL",0.911519,1.182706,1.184163,0.911519,0.795999,0.103378,0.100623,2674.044643,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonI,TaxonJ",0.713111,0.897051,0.898119,0.713111,0.728443,0.134203,0.137354,2510.272727,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonK,TaxonL",0.501788,0.602892,0.603654,0.501788,0.635460,0.173831,0.190709,2286.568182,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL","TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",3.819079,5.131542,5.164818,3.819079,0.996191,0.002103,0.001707,7727.593750,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",inf,9.715813,inf,inf,1.000000,0.000000,0.000000,24865.520833,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonU,TaxonV",7.087936,8.353379,9.046448,7.087936,0.999921,0.000079,0.000000,12732.500000,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV","TaxonW,TaxonX,TaxonY,TaxonZ",2.443679,3.364500,3.372103,2.443679,0.977122,0.011260,0.011618,5594.833333,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonZ","TaxonW,TaxonX,TaxonY",1.461023,1.984847,1.987539,1.461023,0.908645,0.046226,0.045129,3689.409091,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonY,TaxonZ","TaxonW,TaxonX",1.914278,2.633177,2.637822,1.914278,0.952322,0.027082,0.020596,4289.652174,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT",0.714043,0.898383,0.899445,0.714043,0.728803,0.130429,0.140768,2526.916667,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN,TaxonO,TaxonP",4.352566,5.769958,5.826286,4.352566,0.998034,0.000775,0.001191,8760.000000,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonO,TaxonP",0.794743,1.013861,1.015035,0.794743,0.758407,0.120558,0.121035,2671.659091,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN",0.618336,0.763424,0.764318,0.618336,0.689566,0.144941,0.165493,2481.568182,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonQ,TaxonR,TaxonS,TaxonT",1.992640,2.743320,2.748281,1.992640,0.957308,0.023318,0.019374,4507.750000,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonQ,TaxonR",1.488097,2.024068,2.026868,1.488097,0.912168,0.044026,0.043805,3703.363636,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonS,TaxonT",2.710777,3.722399,3.732243,2.710777,0.984041,0.008986,0.006973,6231.727273,1.000000
26taxa,1,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonE,TaxonF",0.265353,0.296671,0.297131,0.265353,0.504702,0.262765,0.232533,2214.475000,1.000000
26taxa,1,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL","TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",inf,0.693147,inf,inf,1.000000,0.000000,0.000000,2.000000,0.866667
26taxa,1,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN,TaxonO,TaxonP",inf,0.287682,inf,inf,1.000000,0.000000,0.000000,1.000000,0.666667
26taxa,1,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonO,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN,TaxonP",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,1,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonN,TaxonO,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonP",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,1,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP","TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,1,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonQ,TaxonR,TaxonS,TaxonT",inf,0.287682,inf,inf,1.000000,0.000000,0.000000,1.000000,0.666667
26taxa,1,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonR,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonQ,TaxonS,TaxonT",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,1,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonS,TaxonT",inf,0.287682,inf,inf,1.000000,0.000000,0.000000,1.000000,0.666667
26taxa,1,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",inf,1.203973,inf,inf,1.000000,0.000000,0.000000,4.000000,0.983740
26taxa,1,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonZ","TaxonU,TaxonV,TaxonW,TaxonX,TaxonY",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,1,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonY,TaxonZ","TaxonU,TaxonV,TaxonW,TaxonX",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,1,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonX,TaxonY,TaxonZ","TaxonU,TaxonV,TaxonW",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,1,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonU,TaxonV",inf,0.287682,inf,inf,1.000000,0.000000,0.000000,1.000000,0.666667
26taxa,1,10,astral-bp,"TaxonA,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,1,10,astral-bp,"TaxonA,TaxonK,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonL",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,1,10,astral-bp,"TaxonA,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,1,10,astral-bp,"TaxonA,TaxonI,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonJ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,1,10,astral-bp,"TaxonA,TaxonH,TaxonI,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonJ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,1,10,astral-bp,"TaxonA,TaxonG,TaxonH,TaxonI,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonJ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
