NRET,NREP,BIPA,BIPB,BRLN_TRUE,AVG_BRLN_MAP_GT,STD_BRLN_MAP_GT,NREPL_EGTT_MAP_GT,AVG_AERR_MAP_GT,STD_AERR_MAP_GT,AVG_PERR_MAP_GT,STD_PERR_MAP_GT,AVG_BRLN_MLE_GT,STD_BRLN_MLE_GT,NREPL_EGTT_MLE_GT,AVG_AERR_MLE_GT,STD_AERR_MLE_GT,AVG_PERR_MLE_GT,STD_PERR_MLE_GT,AVG_BRLN_MLE_RI,STD_BRLN_MLE_RI,NREPL_EGTT_MLE_RI,AVG_AERR_MLE_RI,STD_AERR_MLE_RI,AVG_PERR_MLE_RI,STD_PERR_MLE_RI,AVG_Q1,AVG_Q2,AVG_Q3,AVG_EN,AVG_PP,STD_Q1,STD_Q2,STD_Q3,STD_EN,STD_PP
100,17,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN",0.6,0.42410166666666665,0.25842245781622347,9.0,0.2632541111111111,0.16858132564528308,43.87568518518519,28.096887607547185,1.0086723333333334,0.38243194792770363,16.0,0.4086723333333334,0.38243194792770363,68.11205555555557,63.738657987950596,0.7871158888888888,0.26470622070490996,12.0,0.21632211111111108,0.24142593770965798,36.05368518518518,40.237656284943,,,,2.735294117647059,0.7710241176470588,,,,1.5635333952943544,0.1782177275541757
500,23,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN",0.6,0.6596437391304348,0.36842039945246596,9.0,0.25649008695652176,0.2711158454299746,42.748347826086956,45.185974238329095,0.899655695652174,0.5746632121714146,16.0,0.3929711739130435,0.5153687998252912,65.49519565217392,85.89479997088188,0.7065727391304347,0.40108862959572344,9.0,0.26795752173913046,0.31690472394737595,44.659586956521736,52.817453991229335,0.693436652173913,0.16649099999999997,0.1400723043478261,12.043478260869565,0.9374922173913042,0.11729631079287256,0.08635121671809641,0.1038101261285257,3.7239327139763234,0.07613126808460588
1000,25,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN",0.6,0.65287564,0.18117434214278358,15.0,0.16808988000000002,0.08582405139508158,28.01498,14.304008565846926,0.7400504400000001,0.2040498899573494,17.0,0.21265404000000004,0.12660467055949556,35.44234,21.100778426582597,0.5982478,0.14804368441294619,14.0,0.13083820000000002,0.06929190515608587,21.806366666666673,11.548650859347646,0.6751591600000001,0.16912480000000002,0.15571612,23.856363599999998,0.98774152,0.06777261965170299,0.06426283526953973,0.07122503508363895,4.685597429944677,0.026472292754682224
5000,25,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN",0.6,0.7179642399999999,0.08351821383735646,24.0,0.12478264000000003,0.0729393358620052,20.79710666666667,12.156555977000867,0.73539168,0.08580597622344027,24.0,0.14114768000000003,0.07596647286466314,23.52461333333333,12.66107881077719,0.59714996,0.06180506181243087,11.0,0.04965884000000001,0.0369051216431324,8.276473333333335,6.150853607188733,0.6792717200000001,0.16335984,0.15736856,121.7145454,1.0,0.02772769642869021,0.027975540839354652,0.022628782770763432,10.269977743299536,0.0
10000,25,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN",0.6,0.7218399200000001,0.0583679243762668,25.0,0.12183992000000002,0.0583679243762668,20.306653333333337,9.727987396044467,0.7304705199999999,0.05902154737728926,25.0,0.13047052000000003,0.059021547377289256,21.745086666666676,9.836924562881544,0.59385384,0.042447654822079385,11.0,0.03467848,0.025238496538613372,5.779746666666666,4.206416089768895,0.6783194800000001,0.16320428,0.15847624,243.84454544,1.0,0.01895131609597603,0.01659554289445211,0.01967296204089257,11.811114535037548,0.0
50000,25,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN",0.6,0.7385579600000001,0.043447016021338,25.0,0.13855796,0.043447016021338,23.092993333333343,7.241169336889666,0.74033396,0.04355982370990956,25.0,0.14033396000000004,0.04355982370990956,23.388993333333342,7.259970618318261,0.60104132,0.03122763215195158,12.0,0.025002119999999996,0.01873881940426345,4.167019999999999,3.1231365673772418,0.68173036,0.16058267999999998,0.15768675999999998,1207.9409090799998,1.0,0.013730170477834557,0.010637461805224024,0.010788266490145667,27.68876984406111,0.0
100000,25,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN",0.6,0.7414132000000001,0.0272606929493731,25.0,0.14141320000000002,0.0272606929493731,23.568866666666672,4.543448824895518,0.7423015599999999,0.027291650226514336,25.0,0.14230156000000002,0.027291650226514332,23.71692666666667,4.548608371085723,0.6025204,0.01960899076444273,14.0,0.01535464000000001,0.012453913659183613,2.5591066666666684,2.0756522765306022,0.6825365200000002,0.15909700000000002,0.15836648,2421.02363628,1.0,0.008723562937790955,0.0068907054500972524,0.004975536699653617,44.812180242283794,0.0
10,2,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonG,TaxonH",0.4,,,0.0,,,,,,,2.0,,,,,,,2.0,,,,,1.0,0.0,0.0,1.0,0.666667,0.0,0.0,0.0,0.0,0.0
50,8,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonG,TaxonH",0.4,0.09002859999999999,0.07867411176136659,1.0,0.3099714,0.07867411176136659,77.49285,19.668527940341644,0.6402488000000001,0.44090979637626565,5.0,0.3659896000000001,0.34376234106405545,91.4974,85.94058526601387,0.5149876,0.3210430030638264,5.0,0.2792276,0.19576185881892313,69.8069,48.940464704730786,0.7603219999999999,0.115052,0.124625875,1.655814875,0.5931090000000001,0.2174184818932144,0.1471668830078629,0.16240091319820024,0.5604074730021088,0.13413424006196178
100,6,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonG,TaxonH",0.4,0.1307996,0.11641985629539318,1.0,0.2692004,0.11641985629539317,67.30010000000001,29.104964073848294,0.3829682,0.21565128863088207,4.0,0.1793826,0.1209026191471467,44.84564999999999,30.225654786786674,0.327299,0.16955147183672573,2.0,0.15072780000000002,0.10636854474025674,37.68195000000001,26.59213618506418,0.6125676666666667,0.2869085,0.100524,3.7495593333333335,0.6014093333333334,0.19411782928045418,0.14045224457414934,0.10157619085363132,1.0749917396344133,0.20579073001447096
500,21,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonG,TaxonH",0.4,0.3572129523809524,0.28461615912186616,7.0,0.20970066666666667,0.19713629771504193,52.42516666666667,49.28407442876047,0.4767892857142857,0.35360602277799336,12.0,0.23353185714285715,0.2763995033367266,58.382964285714294,69.09987583418163,0.3963256666666667,0.26022014776912283,9.0,0.1799225238095238,0.18803167673676666,44.980630952380956,47.00791918419166,0.5648180952380952,0.2235742857142857,0.21160747619047618,11.804568095238096,0.7619037619047618,0.11667119562661261,0.09459925404374314,0.11562911033440336,3.1403985302340804,0.19519746473004854
1000,24,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonG,TaxonH",0.4,0.36928687499999996,0.16408596990254642,9.0,0.1255254583333333,0.11004935654664955,31.381364583333333,27.512339136662384,0.42153270833333334,0.17906205023596317,13.0,0.14102279166666667,0.11242529783556249,35.25569791666667,28.10632445889062,0.3600082083333333,0.13892735064743345,9.0,0.110681125,0.09300451992972908,27.67028125,23.25112998243227,0.555767625,0.22431800000000002,0.21991424999999998,24.338823625000003,0.9061757916666666,0.07677890886109962,0.054979676989168766,0.06964553726086235,4.15011931943922,0.10796370456507563
5000,25,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonG,TaxonH",0.4,0.4491584,0.08363831579987725,20.0,0.06805327999999998,0.06914236936670307,17.013319999999993,17.285592341675766,0.46096128000000003,0.08524932438372518,21.0,0.07634552,0.0717989313503314,19.08638,17.949732837582847,0.3937933599999999,0.06500462324596921,8.0,0.04903328000000002,0.04312610434390753,12.258320000000003,10.781526085976884,0.57804528,0.19529139999999998,0.22666331999999997,116.71404040000002,0.9999772399999999,0.03510456867989693,0.02845397962465005,0.034691072726821225,11.33817389000928,9.49375710664823e-05
