MODL,NRET,MTHD,THRC,AVG_FNR,AVG_FPR,STD_FNR,STD_FPR,SE_FNR,SE_FPR,NREP
Palaeognathae,50,astral-bp,0.9,0.48800000000000004,0.004,0.06523802572120035,0.019595917942265426,0.013047605144240072,0.003919183588453085,25
Palaeognathae,100,astral-bp,0.4,0.252,0.21200000000000002,0.07547184905645282,0.09086253353280438,0.015094369811290564,0.018172506706560877,25
Palaeognathae,100,astral-bp,0.5,0.276,0.11600000000000002,0.07631513611335565,0.0783836717690617,0.01526302722267113,0.01567673435381234,25
Palaeognathae,100,astral-bp,0.6,0.316,0.04800000000000001,0.07310266752998827,0.049959983987187186,0.014620533505997655,0.009991996797437437,25
Palaeognathae,100,astral-bp,0.7,0.35200000000000004,0.028000000000000004,0.06997142273814361,0.0448998886412873,0.013994284547628721,0.00897997772825746,25
Palaeognathae,100,astral-bp,0.8,0.364,0.016,0.06248199740725324,0.036660605559646724,0.012496399481450648,0.007332121111929345,25
Palaeognathae,100,astral-bp,0.9,0.38799999999999996,0.008,0.06523802572120037,0.027129319932501072,0.013047605144240073,0.005425863986500214,25
Palaeognathae,500,astral-bp,0.4,0.14,0.12800000000000003,0.08485281374238571,0.08255906976220118,0.016970562748477143,0.016511813952440235,25
Palaeognathae,500,astral-bp,0.5,0.14400000000000002,0.07200000000000001,0.08522910301065006,0.0664529909033446,0.017045820602130012,0.01329059818066892,25
Palaeognathae,500,astral-bp,0.6,0.18400000000000002,0.036000000000000004,0.06740919818541087,0.048,0.013481839637082174,0.009600000000000001,25
Palaeognathae,500,astral-bp,0.7,0.20800000000000002,0.024000000000000004,0.04833218389437828,0.04270831300812525,0.009666436778875655,0.00854166260162505,25
Palaeognathae,500,astral-bp,0.8,0.236,0.004,0.05571355310873647,0.019595917942265426,0.011142710621747294,0.003919183588453085,25
Palaeognathae,500,astral-bp,0.9,0.24400000000000002,0.004,0.0571314274283428,0.019595917942265426,0.011426285485668559,0.003919183588453085,25
Palaeognathae,1000,astral-bp,0.4,0.12000000000000002,0.10800000000000001,0.08,0.0795989949685296,0.016,0.01591979899370592,25
Palaeognathae,1000,astral-bp,0.5,0.14800000000000002,0.06,0.064,0.0632455532033676,0.0128,0.01264911064067352,25
Palaeognathae,1000,astral-bp,0.6,0.16400000000000003,0.028000000000000004,0.062481997407253236,0.0448998886412873,0.012496399481450647,0.00897997772825746,25
Palaeognathae,1000,astral-bp,0.7,0.168,0.008,0.06144916598294887,0.027129319932501072,0.012289833196589774,0.005425863986500214,25
Palaeognathae,1000,astral-bp,0.8,0.18400000000000002,0.0,0.04630334761116091,0.0,0.009260669522232182,0.0,25
Palaeognathae,1000,astral-bp,0.9,0.20000000000000004,0.0,0.0282842712474619,0.0,0.00565685424949238,0.0,25
Palaeognathae,5000,astral-bp,0.4,0.06,0.05200000000000001,0.0632455532033676,0.064,0.01264911064067352,0.0128,25
Palaeognathae,5000,astral-bp,0.5,0.07200000000000001,0.036000000000000004,0.06013318551349163,0.055713553108736484,0.012026637102698325,0.011142710621747296,25
Palaeognathae,5000,astral-bp,0.6,0.1,0.016,0.05656854249492381,0.036660605559646724,0.011313708498984762,0.007332121111929345,25
Palaeognathae,5000,astral-bp,0.7,0.12000000000000002,0.008,0.0565685424949238,0.027129319932501072,0.01131370849898476,0.005425863986500214,25
Palaeognathae,5000,astral-bp,0.8,0.14400000000000002,0.004,0.04963869458396343,0.019595917942265426,0.009927738916792685,0.003919183588453085,25
Palaeognathae,5000,astral-bp,0.9,0.168,0.0,0.0466476151587624,0.0,0.00932952303175248,0.0,25
Palaeognathae,10000,astral-bp,0.4,0.044000000000000004,0.032,0.04963869458396343,0.0466476151587624,0.009927738916792685,0.00932952303175248,25
Palaeognathae,10000,astral-bp,0.5,0.064,0.024,0.048,0.04270831300812525,0.009600000000000001,0.00854166260162505,25
Palaeognathae,10000,astral-bp,0.6,0.08000000000000002,0.016,0.05656854249492381,0.036660605559646724,0.011313708498984762,0.007332121111929345,25
Palaeognathae,10000,astral-bp,0.7,0.096,0.004,0.05276362383309168,0.019595917942265426,0.010552724766618336,0.003919183588453085,25
Palaeognathae,10000,astral-bp,0.8,0.124,0.0,0.05851495535331117,0.0,0.011702991070662234,0.0,25
Palaeognathae,10000,astral-bp,0.9,0.15600000000000003,0.0,0.057131427428342804,0.0,0.01142628548566856,0.0,25
Palaeognathae,50000,astral-bp,0.4,0.008,0.008,0.027129319932501072,0.027129319932501072,0.005425863986500214,0.005425863986500214,25
Palaeognathae,50000,astral-bp,0.5,0.016,0.008,0.036660605559646724,0.027129319932501072,0.007332121111929345,0.005425863986500214,25
Palaeognathae,50000,astral-bp,0.6,0.016,0.004,0.036660605559646724,0.019595917942265426,0.007332121111929345,0.003919183588453085,25
Palaeognathae,50000,astral-bp,0.7,0.024000000000000004,0.004,0.04270831300812525,0.019595917942265426,0.00854166260162505,0.003919183588453085,25
Palaeognathae,50000,astral-bp,0.8,0.04,0.004,0.048989794855663564,0.019595917942265426,0.009797958971132713,0.003919183588453085,25
Palaeognathae,50000,astral-bp,0.9,0.064,0.0,0.048,0.0,0.009600000000000001,0.0,25
Palaeognathae,100000,astral-bp,0.4,0.0,0.0,0.0,0.0,0.0,0.0,25
Palaeognathae,100000,astral-bp,0.5,0.0,0.0,0.0,0.0,0.0,0.0,25
Palaeognathae,100000,astral-bp,0.6,0.0,0.0,0.0,0.0,0.0,0.0,25
Palaeognathae,100000,astral-bp,0.7,0.004,0.0,0.019595917942265426,0.0,0.003919183588453085,0.0,25
Palaeognathae,100000,astral-bp,0.8,0.02,0.0,0.04,0.0,0.008,0.0,25
Palaeognathae,100000,astral-bp,0.9,0.036000000000000004,0.0,0.048,0.0,0.009600000000000001,0.0,25
